iso3,year,country,v2x_clphy,v2x_clphy_codelow,v2x_clphy_codehigh,v2csreprss,v2x_freexp_altinf,v2cagenmob,v2cademmob,v2caautmob,v2caassemb,v2clkill,v2cltort,v2x_regime,v2x_polyarchy,v2x_libdem,v2x_civlib,v2x_clpol,v2x_clpriv,e_pt_coup,e_pt_coup_attempts,v2regimpgroup,v2csantimv,e_civil_war,v2x_ex_military,v2x_corr,rep_phys,rep_cso,rep_expr,mob,dem,coup,coup_att,mil_support,labor_support,aut_ep,aut_onset,aut_ep_start_year,aut_ep_outcome,dem_ep,dem_onset,reg_type,pwt_rnna,pwt_cn,pwt_emp,pwt_labsh,pwt_rgdpna,pwt_pop,pwt_hc,pwt_delta,pwt_csh_i,pwt_rtfpna,armed_forces,exp_agri_share,exp_fuel_share,exp_metal_share,fdi_in_gdp,gdp_const2015,gdppc_const2015,gfcf_const2015,inflation,labor_force,manuf_va_share,milexp_gdp,pop_wdi,resource_rents,tax_rev_wdi,trade_open,unemp,urban_share,ilo_labsh,ilo_emp,routine_share,elementary_share,highskill_share,occ_cls,manuf_emp_share,socexp_gdp,socexp_gdp_gg,socprot_gdp,socprot_gdp_gg,tax_gdp,tax_gdp_gg,tax_sc_gdp,tax_sc_gdp_gg,tax_ab_gdp,gini_disp,gini_mkt,abs_red,rel_red,gini_disp_se,gini_mkt_se,PTS_A,PTS_H,PTS_S,pts_mean,fh_cl,fh_pr,mmp_protests,mmp_repressed,mmp_participants,mmp_violent,mmp_repress_share,rob_imp_real,rob_imp_missing,rob_stock_real,robots_pw,rob_imp_pw,donor_rob_pw,donor_imp_pw,p_energy,p_metals,p_agri,K,L,labsh,k_extended,k,kl_level,tax_any,labsh_any,ln_sk_sl,rep_phys_z,rep_cso_z,rep_expr_z,rep_index,high_rep,rep_tercile,mob_l5,threat_mob,antisys_l1,armed_pc,coldwar,decade,w_fuel,w_metal,w_agri,z_commodity,w_manuf,w_manuf_va,w_manuf_use,z_robot,ln_gdppc,ln_robots_pw,ln_mmp_protests,in_panel
PAN,1996,Panama,0.932,0.907,0.97,1.037,0.855,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.711,0.534,0.892,0.869,0.888,0.0,0.0,3.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.037,0.14500000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,81030.0703125,45737.046875,0.8672000169754028,0.4459798038005829,34871.87109375,2.796291,2.509155035018921,0.04931133612990379,0.21994717419147491,1.1306214332580566,11800.0,0.459663810897808,4.923946187166,1.61178670711754,4.65669851947756,16124998544.7039,5799.88560096133,2874031898.55828,1.25571661111546,1129964.0,11.9022822204369,1.08559230216368,2780227.0,0.174799664199064,,165.609680183534,6.728,59.2406037081197,,1053.938,,,,,0.10566560841339812,,,,,8.9458,9.3003,15.0613,15.4158,,52.1,55.3,3.2,5.8,0.83,0.89,3.0,,2.0,2.5,3.0,2.0,2.0,1.0,200.0,1.0,0.5,0.0,True,0.0,0.0,0.0,0.3849948771879767,0.3849948771879767,32.2,44.4,75.7,81030.0703125,0.8672000169754028,0.4459798038005829,0.0,11.445061231910366,93438.73238738455,8.9458,0.4459798038005829,0.21692747327998713,-1.0982764549323343,-0.2637080743759465,-0.7655420264470877,-0.7091755185851228,0.0,1.0,-0.197,-0.21050000000000002,-1.604,4.244257753053978,0.0,1990,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.2525918053271004,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.03378267599169726,8.665593472367807,0.0,1.0986122886681098,1
PAN,1997,Panama,0.932,0.907,0.97,1.037,0.855,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.711,0.534,0.892,0.869,0.888,0.0,0.0,3.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.037,0.14500000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,85907.1484375,49045.09375,0.9090999960899353,0.444009006023407,37126.5078125,2.853913,2.5326735973358154,0.05008091405034065,0.21255932748317719,1.1309181451797485,11800.0,0.503793782720241,3.87302911441908,1.70300331193586,13.0452231220287,17368081132.8196,6122.6466478841,3159760851.29013,1.32435122100608,1162155.0,10.8318627218622,1.17017056723522,2836695.0,0.200201312008784,,174.713863041899,6.588,60.1745220874573,,1085.587,,,,,0.10330447951200594,,,,,9.411,9.7411,15.0613,15.3914,,52.3,55.5,3.2,5.8,0.88,0.95,2.0,,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,,0.0,True,0.0,0.0,0.0,0.5184778892613288,0.17673087575070348,31.3,48.1,76.6,85907.1484375,0.9090999960899353,0.444009006023407,0.0,11.45632250679681,94496.91871850079,9.411,0.444009006023407,0.22490725017255697,-1.0982764549323343,-0.2637080743759465,-0.7655420264470877,-0.7091755185851228,0.0,1.0,-0.197,-0.20857142857142857,-1.604,4.15977043707554,0.0,1990,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.25252321177818443,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.04332656814521029,8.719749740827606,0.0,0.0,1
PAN,1998,Panama,0.932,0.907,0.97,1.037,0.855,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.699,0.524,0.888,0.864,0.888,0.0,0.0,3.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.037,0.14500000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,91876.5625,53148.25390625,0.9365000128746033,0.4522801339626312,39852.87109375,2.9123159999999997,2.556412696838379,0.0511910505592823,0.22168606519699097,1.139676809310913,11800.0,0.436338755099562,3.51926572661786,1.74577106293968,11.9351432771208,18824824096.4283,6504.97011881774,3728121883.0129,0.559081293442494,1216031.0,10.6183898832891,0.951292019208781,2893914.0,0.150609219935685,,157.996408512839,6.397,61.0086248345759,,1138.238,,,,,0.09620659299724661,,,,,9.6147,9.942,15.2838,15.6111,,51.9,55.4,3.5,6.3,0.85,0.95,,,2.0,2.0,3.0,2.0,4.0,3.0,1300.0,2.0,0.75,0.0,True,0.0,0.0,0.0,0.5688078973101794,0.10841803759925109,23.2,41.1,69.8,91876.5625,0.9365000128746033,0.4522801339626312,0.0,11.493806986523664,98106.31205223722,9.6147,0.4522801339626312,0.19146220962065744,-1.0982764549323343,-0.2637080743759465,-0.7655420264470877,-0.7091755185851228,0.0,1.0,-0.197,-0.207125,-1.604,4.0775226907226685,0.0,1990,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.23488488671919625,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.046708771183273795,8.780321797364609,0.0,1.6094379124341003,1
PAN,1999,Panama,0.932,0.907,0.97,1.037,0.855,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.698,0.524,0.888,0.864,0.888,0.0,0.0,3.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.037,0.14500000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,98551.4453125,57649.83984375,0.9613999724388123,0.45052099227905273,41411.328125,2.971196,2.5736935138702393,0.05205255746841431,0.22898948192596436,1.1198447942733765,11800.0,0.768743499731468,9.03722733731366,1.66954199205821,8.94885873450805,19805907259.4786,6709.72276088415,4260034646.4094,1.24718256949635,1243900.0,10.5284690853335,0.974136501313688,2951822.0,0.138366747024726,,131.55739694225,6.168,61.7013699766382,,1167.169,,,,,0.09556456691361748,,,,,10.0745,10.4084,15.6725,16.0063,,51.7,55.2,3.5,6.3,0.78,0.96,,,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,True,0.0,0.0,0.0,0.6950975518916466,0.19030089527317698,30.3,41.6,62.8,98551.4453125,0.9613999724388123,0.45052099227905273,0.0,11.537698730442157,102508.26725374412,10.0745,0.45052099227905273,0.1985658969077931,-1.0982764549323343,-0.2637080743759465,-0.7655420264470877,-0.7091755185851228,0.0,1.0,-0.197,-0.20600000000000002,-1.604,3.9975310164366276,0.0,1990,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.24760235673046185,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.054739558230739574,8.81131291180725,0.0,0.0,1
PAN,2000,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.73,0.549,0.895,0.883,0.888,0.0,0.0,2.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,104077.546875,61511.68359375,0.9401000142097473,0.4648130238056183,42538.45703125,3.030328,2.5899102687835693,0.051996149122714996,0.20802325010299683,1.124733328819275,11800.0,1.38134000720265,6.92997905558577,2.17597163223667,6.9176468268032,20639538981.1271,6856.14919005847,4085860758.73035,1.49896111605778,1282474.0,9.85388622919473,,3010369.0,0.137185387867812,,139.197934867656,6.188,62.2165370013582,,1203.12,,,,,0.09035417052815135,8.12415496,,1.56922365,,9.2357,9.5805,15.1707,15.5155,,51.9,55.3,3.4,6.1,0.82,0.96,,,2.0,2.0,2.0,1.0,2.0,1.0,130.0,0.0,0.5,0.0,True,0.0,0.0,0.0,0.859504064558726,0.24555086725629038,49.3,48.1,61.4,104077.546875,0.9401000142097473,0.4648130238056183,0.0,11.61466055458119,110709.01531949034,9.2357,0.4648130238056183,0.14098094867204206,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.2051,-1.604,3.91978524891799,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.2736210664690903,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.06434127930909131,8.832901220551138,0.0,1.0986122886681098,1
PAN,2001,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.738,0.558,0.9,0.892,0.888,0.0,0.0,2.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,106606.5625,63981.12890625,0.9842000007629395,0.45022502541542053,42781.6171875,3.089648,2.6055963039398193,0.05118366330862045,0.1620243489742279,1.0980546474456787,11800.0,0.873270212619783,7.06820084877332,1.58283516180022,4.9522944609476,20835595644.0282,6787.86267897348,3111051693.58498,0.307062436028722,1321605.0,9.23042560114901,,3069537.0,0.124076228094074,,135.584351118395,6.293,62.6337017277411,,1238.45,0.3207281276702536,0.18379676150628466,0.17192038796085846,ISCO88,0.08778553837458113,8.85270393,,1.36277533,,8.3852,8.7195,14.1629,14.4973,,51.9,55.0,3.1,5.6,0.77,0.9,,,2.0,2.0,2.0,1.0,1.0,1.0,10000.0,1.0,1.0,0.35159544402108445,False,0.35159544402108445,0.3572398331116969,0.3572398331116969,0.9306424188920421,0.17100440789590465,45.8,44.9,61.5,106606.5625,0.9842000007629395,0.45022502541542053,0.0,11.592826500507792,108317.98660573048,8.3852,0.45022502541542053,0.19976154313164127,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.8442279731438322,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.26893851258612084,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.06823540402555213,8.822891396180937,0.30545310297536493,0.6931471805599453,1
PAN,2002,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.738,0.558,0.9,0.892,0.888,0.0,0.0,2.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,108676.3828125,66433.109375,1.0494999885559082,0.4387311637401581,43735.171875,3.1491879999999997,2.621377468109131,0.05020809918642044,0.15260790288448334,1.0823839902877808,11800.0,1.06344790751486,6.14508383119904,1.42615727487893,1.93034036728479,21358328178.3601,6825.17747437166,2975970557.75082,1.00583090379039,1361258.0,8.5022837504565,,3129344.0,0.123117307933687,,126.024482449851,6.302,63.0330904426342,,1275.467,0.3114227864986541,0.18251018317810438,0.171836783306734,ISCO88,0.08964402842253072,8.01951772,,1.16113993,,8.2024,8.5392,13.6931,14.03,,51.8,54.8,3.0,5.5,0.78,0.87,,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,True,0.316435899618976,0.301511103448782,0.0,0.981797165995042,0.16131160234293787,44.9,43.7,66.9,108676.3828125,1.0494999885559082,0.4387311637401581,0.0,11.547815930694432,103550.627915715,8.2024,0.4387311637401581,0.24631315754592645,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.7707583442408374,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.26798372102337265,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.07094793107897515,8.828373623286012,0.26352597668676575,0.0,1
PAN,2003,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.738,0.558,0.9,0.892,0.888,0.0,0.0,2.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,112683.296875,70222.671875,1.0805000066757202,0.4320988655090332,45574.5703125,3.2090479999999997,2.637253999710083,0.04934440180659294,0.16545815765857697,1.0939157009124756,11800.0,0.877810885117488,0.48738090896957,1.97118764042385,7.72303743989763,22446932329.0813,7037.08165700349,3721031689.32975,0.391666666666709,1397969.0,8.12438471517826,,3189807.0,0.143856414123735,,117.267478940646,6.303,63.4079949945516,,1309.851,0.3065330400185836,0.1873000389626135,0.1766468645276408,ISCO88,0.08736031808198032,6.8835321,,1.00786299,,8.3417,8.6699,13.5519,13.8801,,51.5,54.5,3.0,5.5,0.83,0.87,,,2.0,2.0,2.0,1.0,4.0,1.0,4200.0,2.0,0.25,0.0,True,0.2847923096570784,0.2635745561291332,0.0,1.0403892617767825,0.17539720707386297,52.0,46.3,69.0,112683.296875,1.0805000066757202,0.4320988655090332,0.0,11.554912577160684,104288.10382119556,8.3417,0.4320988655090332,0.2732929271706449,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.6992833735708777,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.27624966484890284,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.07397009898827724,8.858948825850266,0.23394465372623047,1.6094379124341003,1
PAN,2004,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.737,0.561,0.902,0.892,0.899,0.0,0.0,2.0,-1.604,0.0,0.167,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,117513.6015625,75005.1953125,1.1346999406814575,0.42956194281578064,49002.7265625,3.2693559999999997,2.653226852416992,0.048541005700826645,0.18355965614318848,1.1231286525726318,,1.1962286488523,0.542242410267676,3.90700674466538,8.46279991168861,24282115701.6943,7468.76593139801,4110116871.77485,0.474723078204362,1444961.0,7.89944591077495,,3251155.0,0.160147634592891,,124.761756520445,6.097,63.7553758418416,0.43993000000000004,1356.866,0.32190477029778014,0.19190115710345193,0.16961303570012248,ISCO88,0.08663567367743019,7.23640503,,0.82219341,,8.1524,8.4505,13.3724,13.6704,,50.9,53.9,3.0,5.6,0.78,0.87,,,2.0,2.0,2.0,1.0,1.0,0.0,1000.0,0.0,0.0,0.0,True,0.2563130786913706,0.2258862184635691,0.0,1.196098842387133,0.2804364474398398,62.9,58.0,71.2,117513.6015625,1.1346999406814575,0.42956194281578064,0.0,11.547941117307682,103563.59187956405,8.1524,0.42956194281578064,0.2836386352590747,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.28928311984659316,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.08159819322995171,8.918485061185857,0.20366402608120868,0.6931471805599453,1
PAN,2005,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.736,0.547,0.902,0.892,0.899,0.0,0.0,3.0,-1.604,0.0,0.071,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,122906.9140625,80616.40625,1.1883000135421753,0.41220396757125854,52526.6484375,3.3302169999999998,2.6692965030670166,0.0480906218290329,0.16057813167572021,1.1475019454956055,12000.0,0.753844200581102,0.733227944121935,3.972499789476,6.64344440768547,26291748117.2201,7935.87135060821,4563292573.12732,2.85588324760957,1482872.0,7.68028191592293,,3313026.0,0.0987195742549029,,139.211165086724,5.967,64.0721934428526,0.42212000000000005,1394.383,0.3141811235330997,0.18886312857389306,0.16766486718477158,ISCO88,0.08593263113506117,6.56847019,,0.89209,,8.2863,8.5906,13.2586,13.563,,50.3,53.2,2.9,5.5,0.77,0.86,,,1.0,1.0,2.0,1.0,3.0,2.0,3000.0,2.0,0.6666666666666666,0.0,True,0.23068177082223354,0.19412755044460508,0.0,1.3446110064344499,0.27808948818915613,86.0,68.5,70.7,122906.9140625,1.1883000135421753,0.41220396757125854,0.0,11.546658825889775,103430.87828142801,8.2863,0.41220396757125854,0.3548617103311367,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.6220663526335137,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.30719105343121994,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.08838560563594033,8.979148437972452,0.17741583543291253,1.3862943611198906,1
PAN,2006,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.736,0.547,0.902,0.892,0.899,0.0,0.0,3.0,-1.604,0.0,0.071,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,129927.0546875,87682.015625,1.2107000350952148,0.4089566171169281,57005.9921875,3.391666,2.6854631900787354,0.04822191223502159,0.16935721039772034,1.1926155090332031,12000.0,0.980627814491743,0.765380955226691,3.83653112428466,15.7789064536681,28883388489.0221,8557.9801770364,5520245568.6446,2.45789346442102,1498098.0,7.40771934886595,,3375024.0,0.127267314799788,,141.47257128141,5.792,64.355408255933,0.42402,1411.328,0.32051071323260366,0.1972901604775423,0.16186186657459864,ISCO88,0.08507235738255034,7.6308598,,0.90805903,,9.8359,10.1362,14.6103,14.9106,,49.9,52.9,3.0,5.7,0.81,0.9,,,1.0,1.0,2.0,1.0,2.0,0.0,110.0,0.0,0.0,0.0,True,0.20761359374001018,0.17148227283538695,0.0,1.5717308459543562,0.3728087893975328,95.0,102.2,76.0,129927.0546875,1.2107000350952148,0.4089566171169281,0.0,11.583529720444659,107315.64460331577,9.8359,0.4089566171169281,0.368280340807382,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.555530271784734,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.3187396609320703,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.09797592935167139,9.05461948066611,0.15826984682850603,1.0986122886681098,1
PAN,2007,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.736,0.547,0.902,0.892,0.899,0.0,0.0,3.0,-1.604,,0.071,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,142157.28125,98744.2734375,1.2640000581741333,0.4073408842086792,63910.94140625,3.453675,2.701727867126465,0.048722852021455765,0.2551727294921875,1.2416603565216064,12000.0,1.07989752682652,0.674192440397585,3.90298304261797,10.2406206022371,32682439460.4496,9507.64641073854,7899130890.74262,4.1686330029888,1541403.0,7.01798202327201,,3437490.0,0.117743566419889,,148.665601089573,5.665,64.6019807394311,0.40555,1454.071,0.3219145569620253,0.19517405063291138,0.1713607594936709,ISCO88,0.08507287470831892,7.71230971,,1.25733509,,10.015,10.302,15.1991,15.4861,,49.0,52.3,3.3,6.3,0.86,0.9,,,1.0,1.0,2.0,1.0,2.0,1.0,450.0,0.0,0.5,0.005499544209678918,False,0.19235177857568808,0.1521770330086401,0.004350905028931004,1.817532430196565,0.42172634943512993,98.9,113.3,85.1,142157.28125,1.2640000581741333,0.4073408842086792,0.0,11.630407996319212,112466.19834444334,10.015,0.4073408842086792,0.3749689985861972,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.490919246310535,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.32292845839160844,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.10744413590465697,9.159851639183033,0.1416532249536519,1.0986122886681098,1
PAN,2008,Panama,0.932,0.907,0.97,1.386,0.857,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.736,0.547,0.902,0.892,0.899,0.0,0.0,3.0,-1.604,,0.071,0.576,0.06799999999999995,-1.386,0.14300000000000002,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,157948.65625,113276.5859375,1.4219000339508057,0.37638112902641296,70209.78125,3.5162039999999997,2.7180912494659424,0.04897063970565796,0.31435438990592957,1.2249358892440796,12000.0,1.01955223988793,0.64056451768571,5.06174588859461,9.29189970284583,36015209193.4566,10288.1549911493,9667980780.33089,8.7586831772878,1614819.0,6.92634143929116,,3500648.0,0.109519193886937,,164.58628613577,5.639,64.8088713516952,0.36918,1523.77,0.3315339631129105,0.19455690508322088,0.17663817663817666,ISCO88,0.08457050604750062,7.94204894,,1.38753068,,9.8778,10.1524,15.1656,15.4402,,48.4,52.0,3.6,6.9,0.87,0.94,,,2.0,2.0,2.0,1.0,1.0,1.0,100.0,1.0,1.0,0.0,True,0.17311660071811927,0.12175019100119712,0.0,2.068189650692921,0.45247262760920487,125.5,99.4,99.9,157948.65625,1.4219000339508057,0.37638112902641296,0.0,11.618031269457719,111082.81347397777,9.8778,0.37638112902641296,0.5049371270384845,-1.0982764549323343,-0.4942528092182352,-0.772513850020522,-0.7883477047236971,0.0,1.0,-0.197,-0.197,-1.604,3.4279367705636217,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.3333892261229052,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.11628417657366717,9.23874851160005,0.1148901361446763,0.6931471805599453,1
PAN,2009,Panama,0.932,0.907,0.97,1.386,0.831,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.739,0.549,0.9,0.881,0.899,0.0,0.0,3.0,-1.604,,0.071,0.576,0.06799999999999995,-1.386,0.16900000000000004,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,172453.328125,127508.7734375,1.4407999515533447,0.35683518648147583,71082.4765625,3.579215,2.734553813934326,0.048154376447200775,0.24211616814136505,1.1781842708587646,12000.0,0.91649122190903,0.875574400423514,4.67619406187405,3.90591048455581,36595725406.4936,10267.0633151993,9426464707.82024,2.40905304082201,1597065.0,7.12667425431608,,3564381.0,0.14470191986794,,137.046021610678,5.857,64.9730405510737,0.36597,1503.52,0.32272881542975057,0.1696778389243206,0.1753413552600255,ISCO88,0.08512690220283069,8.01513664,,1.22553729,,10.1022,10.3616,15.2034,15.4628,,47.9,51.9,4.0,7.7,0.87,0.94,,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.08442647246395726,False,0.2402314131102646,0.16673474541088654,0.058596942880887806,2.0352132762198405,0.1940959871864942,82.3,70.9,92.8,172453.328125,1.4407999515533447,0.35683518648147583,0.0,11.692683435996178,119692.76368941843,10.1022,0.35683518648147583,0.589126998353996,-1.0982764549323343,-0.4942528092182352,-0.6818801435658765,-0.7581364692388153,0.0,1.0,-0.197,-0.197,-1.604,3.366643464882121,0.0,2000,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.30701124217688575,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.11516333012148043,9.236696314144593,0.15420903133410735,0.0,1
PAN,2010,Panama,0.932,0.907,0.97,1.154,0.825,-0.197,-1.031,-2.147,3.182,2.501,1.963,2.0,0.746,0.554,0.897,0.879,0.899,0.0,0.0,3.0,-1.604,,0.071,0.576,0.06799999999999995,-1.154,0.17500000000000004,-0.197,1.0,0.0,0.0,0.0,0.0,0,0.0,,0,0,0.0,1.0,188964.734375,143844.671875,1.455299973487854,0.35427844524383545,75225.171875,3.642687,2.7511157989501953,0.04789676517248154,0.30494073033332825,1.1638282537460327,12000.0,2.20367333527859,0.281711491723828,10.3195283017929,8.43207038785787,38818327825.9763,10698.0717633911,10572055904.517,3.49128872618809,1666955.0,6.93678555458097,,3628535.0,0.234720390623527,,145.44871880643,5.845,65.0926097647906,0.37359000000000003,1569.51,0.3232361815673623,0.16898073086414325,0.1817384267019879,ISCO88,0.08102719957184089,8.95201723,,1.16879509,,10.5361,10.7946,16.0966,16.355,,47.7,52.1,4.4,8.4,0.86,0.92,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,7100.0,1.0,1.0,0.00056739166863482,False,0.21677566346787297,0.1489560004239787,0.0003898795292869944,2.165561912138707,0.3571122123331155,100.0,100.0,100.0,188964.734375,1.455299973487854,0.35427844524383545,0.0,11.774103639303627,129845.89968906305,10.5361,0.35427844524383545,0.6002852086370288,-1.0982764549323343,-0.34099671041190005,-0.6609646728455736,-0.7000792793966027,0.0,1.0,-0.197,-0.197,-1.604,3.3071198155729515,0.0,2010,0.04900640033399315,0.01572099224468952,0.005271760714350549,0.32235801378948675,0.10372442481534419,0.13041126792282343,0.10372442481534419,0.11952482652654094,9.277818795181531,0.13885370433354788,1.0986122886681098,1
