iso3,year,education_share,health_social_share,education_health_share,manufacturing_share
PAN,2001,6.577980540191368,3.294682869716177,9.872663409907545,8.778553837458114
PAN,2002,6.5859798803105045,3.275506147944243,9.861486028254747,8.964402842253072
PAN,2003,6.687783572329982,3.1158505814783513,9.803634153808334,8.73603180819803
PAN,2004,6.633226862490474,3.397461503199284,10.030688365689759,8.663567367743019
PAN,2005,6.179937649842259,3.583090155287321,9.76302780512958,8.593263113506117
PAN,2006,5.877939075820787,3.574151437511337,9.452090513332124,8.507235738255034
PAN,2007,5.872271711628938,3.5928094295257935,9.46508114115473,8.507287470831892
PAN,2008,5.788603266897235,3.5693707055526755,9.35797397244991,8.457050604750062
PAN,2009,5.939861125891243,3.7023119080557625,9.642173033947005,8.51269022028307
PAN,2010,6.38938267357328,4.03138559168148,10.420768265254761,8.102719957184089
PAN,2011,6.1028563076163165,3.341683341481732,9.444539649098049,6.8260056551564245
PAN,2012,6.029863738124409,3.2404153140342875,9.270279052158697,6.726525307267399
PAN,2013,6.018602628499384,3.1112426110583384,9.129845239557723,7.5542682402827035
PAN,2014,6.0852312784236195,3.60582042821787,9.69105170664149,7.225763686331948
PAN,2015,6.237314680696674,4.115132920115187,10.35244760081186,7.539046660780548
PAN,2016,6.363627462925573,4.140140900229756,10.503768363155329,7.1818104678688295
PAN,2017,6.1419032304116055,3.9869846169593237,10.12888784737093,7.207429973629841
PAN,2018,6.17018490993246,4.556747556739855,10.726932466672315,7.4547223527176865
PAN,2019,6.20936109556589,4.275256663462818,10.484617759028708,7.3931625004078
PAN,2020,6.119711537924587,4.667516967864645,10.787228505789233,7.433974149205523
PAN,2021,6.061196131787534,4.684341087152828,10.745537218940362,7.41890980220396
PER,1998,5.102847017584921,1.5830085572132084,6.685855574798129,11.437210337230391
PER,1999,5.081695083893575,1.591836853744389,6.673531937637963,11.330203673959057
PER,2000,5.078936944406062,1.6096172447146608,6.688554189120723,11.259444521210446
PER,2001,5.054370056018678,1.62027033958172,6.674640395600398,11.129937731642213
PER,2002,5.107604447480942,1.6605855244043888,6.768189971885331,11.121411345263324
PER,2003,5.160151827452551,1.6983455488470636,6.858497376299614,11.057323032506543
PER,2004,5.221775870389292,1.7433154246018878,6.96509129499118,11.024036508266123
PER,2005,5.312176454919504,1.7981967591791055,7.110373214098609,10.992029782898488
PER,2006,5.413631801090248,1.8630210191944958,7.276652820284744,11.00127447654172
PER,2007,5.513792514583718,1.9308004700741994,7.444592984657918,10.991753491958113
PER,2008,5.2810020691579895,2.0917730081747483,7.372775077332738,10.821575405380024
PER,2009,5.404220643249265,2.218633568248397,7.622854211497662,10.369126895100235
PER,2010,5.166460732189977,1.9720708048041535,7.1385315369941305,10.264522708030732
PER,2011,5.606374501589087,2.0687584870027886,7.675132988591876,9.828823135191909
PER,2012,5.572560658278351,2.088030908066664,7.6605915663450155,10.169476936955908
PER,2013,5.216787962268105,2.355267098605689,7.572055060873794,9.889143667878223
PER,2014,5.044305348803019,2.450960704463344,7.495266053266363,9.240680064539488
PER,2015,5.029364180049309,2.3069401471382824,7.336304327187591,9.114804589081917
PER,2016,5.159607607903257,2.2981162630575205,7.457723870960777,9.241778693550952
PER,2017,5.001680098628557,2.174571368883161,7.176251467511719,9.092805588166927
